Date,Open,High,Low,1'st Digit,Digits,Frequency,Synthetic Probability,Probability by BenFord's Law,2'nd Digit,Digits,Frequency,Synthetic Probability,Probability by BenFord's Law
16-08-2017,62.11874,63.453747,59.421478,6,,,,,2,,,,
17-08-2017,62.936092,64.025894,61.19241,6,,,,,2,,,,
18-08-2017,61.165161,61.846291,60.238831,6,,,,,1,,,,
21-08-2017,61.573837,62.037003,58.168205,6,,,,,1,,,,
22-08-2017,59.149029,59.584949,57.105648,5,,,,,9,,,,
23-08-2017,58.549637,60.211586,58.304432,5,,,,,8,,,,
24-08-2017,60.320564,60.429546,58.903824,6,,,,,0,,,,
28-08-2017,63.807934,65.960297,62.690887,6,,,,,3,,,,
29-08-2017,63.971405,66.886627,63.617218,6,,,,,3,,,,
30-08-2017,65.60611,71.84523,65.469879,6,,,,,5,,,,
31-08-2017,72.471863,72.989517,69.774605,7,,,,,2,,,,
01-09-2017,72.33564,75.659538,71.572777,7,,,,,2,,,,
04-09-2017,74.215546,74.351768,69.74736,7,,,,,4,,,,
05-09-2017,71.600021,73.616158,71.273079,7,,,,,1,,,,
06-09-2017,70.891647,71.981453,70.019806,7,,,,,0,,,,
07-09-2017,71.627266,72.608086,70.646446,7,,,,,1,,,,
08-09-2017,71.327568,71.817978,68.848267,7,,,,,1,,,,
11-09-2017,70.019806,72.117676,69.856339,7,,,,,0,,,,
12-09-2017,71.817978,73.507172,71.055122,7,,,,,1,,,,
13-09-2017,72.962273,73.289215,71.000633,7,,,,,2,,,,
14-09-2017,71.382057,72.63533,70.646446,7,,,,,1,,,,
15-09-2017,70.864403,71.790733,70.401237,7,,,,,0,,,,
18-09-2017,71.736244,72.417374,70.891647,7,,,,,1,,,,
19-09-2017,71.354813,72.035942,70.891647,7,,,,,1,,,,
20-09-2017,71.790733,71.790733,70.346748,7,,,,,1,,,,
21-09-2017,70.510216,71.354813,68.058167,7,,,,,0,,,,
22-09-2017,69.12072,69.12072,65.933044,6,,,,,9,,,,
25-09-2017,66.423462,66.505196,61.982513,6,,,,,6,,,,
26-09-2017,63.535484,65.497124,62.554661,6,,,,,3,,,,
27-09-2017,65.1157,65.824066,61.655575,6,,,,,5,,,,
28-09-2017,62.554661,63.617218,61.791798,6,,,,,2,,,,
29-09-2017,63.208542,64.134872,62.908848,6,,,,,3,,,,
03-10-2017,63.50824,63.535484,60.129848,6,,,,,3,,,,
04-10-2017,61.137917,63.181297,60.974445,6,,,,,1,,,,
05-10-2017,63.535484,67.131828,63.263031,6,,,,,3,,,,
06-10-2017,66.968361,68.112656,66.341721,6,,,,,6,,,,
09-10-2017,65.388145,66.450706,63.807934,6,,,,,5,,,,
10-10-2017,65.1157,66.477951,65.1157,6,,,,,5,,,,
11-10-2017,66.014786,67.240814,64.080383,6,,,,,6,,,,
12-10-2017,65.388145,65.824066,64.570793,6,,,,,5,,,,
13-10-2017,65.824066,66.014786,65.1157,6,,,,,5,,,,
16-10-2017,65.742332,65.9058,63.480991,6,,,,,5,,,,
17-10-2017,64.216606,64.816002,63.780689,6,,,,,4,,,,
18-10-2017,64.298347,67.322548,63.671707,6,,,,,4,,,,
19-10-2017,67.159073,69.202454,66.668663,6,,,,,7,,,,
23-10-2017,68.875519,70.72818,68.221634,6,,,,,8,,,,
24-10-2017,69.202454,69.938072,68.330612,6,,,,,9,,,,
25-10-2017,69.12072,70.401237,67.594994,6,,,,,9,,,,
26-10-2017,69.474907,71.790733,68.739288,6,,,,,9,,,,
27-10-2017,71.872475,72.417374,70.019806,7,,,,,1,,,,
30-10-2017,71.191345,74.324524,70.346748,7,,,,,1,,,,
31-10-2017,73.398193,73.398193,70.864403,7,,,,,3,,,,
01-11-2017,72.362885,73.725136,71.981453,7,,,,,2,,,,
02-11-2017,72.63533,73.888603,71.84523,7,,,,,2,,,,
03-11-2017,73.016762,77.757408,72.417374,7,,,,,3,,,,
06-11-2017,78.029854,82.525291,77.730164,7,,,,,8,,,,
07-11-2017,81.598961,82.988457,76.940056,8,,,,,1,,,,
08-11-2017,80.672623,86.312355,79.773537,8,,,,,0,,,,
09-11-2017,82.743248,84.950104,81.244774,8,,,,,2,,,,
10-11-2017,84.105507,86.230621,82.716003,8,,,,,4,,,,
13-11-2017,85.603981,87.293175,82.198349,8,,,,,5,,,,
14-11-2017,82.824989,86.312355,82.552536,8,,,,,2,,,,
15-11-2017,84.350708,84.895615,79.610069,8,,,,,4,,,,
16-11-2017,79.010681,79.55558,76.068214,7,,,,,9,,,,
17-11-2017,79.828033,86.503067,79.664558,7,,,,,9,,,,
20-11-2017,85.522247,88.274002,85.031837,8,,,,,5,,,,
21-11-2017,87.729095,88.110527,82.933968,8,,,,,7,,,,
22-11-2017,84.078262,86.748276,83.12468,8,,,,,4,,,,
23-11-2017,86.094391,86.3396,81.571716,8,,,,,6,,,,
24-11-2017,83.151924,84.67765,81.735184,8,,,,,3,,,,
27-11-2017,81.735184,82.933968,80.018745,8,,,,,1,,,,
28-11-2017,82.389069,83.206413,80.400177,8,,,,,2,,,,
29-11-2017,81.108543,81.435486,79.55558,8,,,,,1,,,,
30-11-2017,79.828033,81.46273,79.06517,7,,,,,9,,,,
01-12-2017,80.100479,82.470802,76.313416,8,,,,,0,,,,
04-12-2017,77.811897,79.446602,71.790733,7,,,,,7,,,,
05-12-2017,77.730164,79.991501,76.040962,7,,,,,7,,,,
06-12-2017,78.302307,80.318443,76.994545,7,,,,,8,,,,
07-12-2017,77.757408,81.16304,77.430466,7,,,,,7,,,,
08-12-2017,81.299263,83.12468,80.972321,8,,,,,1,,,,
11-12-2017,83.042946,84.051018,81.571716,8,,,,,3,,,,
12-12-2017,83.860298,84.623161,81.217529,8,,,,,3,,,,
13-12-2017,81.735184,83.587845,79.664558,8,,,,,1,,,,
14-12-2017,80.100479,81.898651,77.839142,8,,,,,0,,,,
15-12-2017,84.432442,84.895615,82.116615,8,,,,,4,,,,
18-12-2017,80.645378,90.698807,76.122704,8,,,,,0,,,,
19-12-2017,87.129707,88.110527,84.922859,8,,,,,7,,,,
20-12-2017,87.184196,88.846146,85.930923,8,,,,,7,,,,
21-12-2017,87.729095,89.881454,87.320419,8,,,,,7,,,,
22-12-2017,88.791656,90.426361,87.783585,8,,,,,8,,,,
26-12-2017,88.818901,90.017685,87.701851,8,,,,,8,,,,
27-12-2017,88.818901,92.279022,88.491959,8,,,,,8,,,,
28-12-2017,90.453606,91.107483,89.091347,9,,,,,0,,,,
29-12-2017,89.908699,91.679634,89.309311,8,,,,,9,,,,
01-01-2018,90.34462,92.551476,89.908699,9,,,,,0,,,,
02-01-2018,90.508095,91.216469,88.355736,9,,,,,0,,,,
03-01-2018,89.309311,98.218445,89.309311,8,,,,,9,,,,
04-01-2018,95.902618,100.91571,94.894547,9,,,,,5,,,,
05-01-2018,100.697746,105.874306,99.389984,1,,,,,0,,,,
08-01-2018,104.947975,109.525146,104.784508,1,,,,,0,,,,
09-01-2018,107.890442,108.408096,105.765327,1,,,,,0,,,,
10-01-2018,106.855133,111.078117,106.800636,1,,,,,0,,,,
11-01-2018,107.890442,110.996384,106.555435,1,,,,,0,,,,
12-01-2018,110.070045,111.023628,105.847061,1,,,,,1,,,,
15-01-2018,109.525146,110.179031,107.50901,1,,,,,0,,,,
16-01-2018,108.271873,108.489838,102.550407,1,,,,,0,,,,
17-01-2018,105.819817,112.086182,102.38694,1,,,,,0,,,,
18-01-2018,112.249657,113.067001,102.822861,1,,,,,1,,,,
19-01-2018,106.391968,109.525146,102.741127,1,,,,,0,,,,
22-01-2018,107.890442,110.260765,106.800636,1,,,,,0,,,,
23-01-2018,108.653305,111.840981,106.855133,1,,,,,0,,,,
24-01-2018,111.323318,113.094254,108.980247,1,,,,,1,,,,
25-01-2018,111.70475,117.562439,109.961067,1,,,,,1,,,,
29-01-2018,117.480705,120.150719,114.756195,1,,,,,1,,,,
30-01-2018,114.974159,116.363655,113.067001,1,,,,,1,,,,
31-01-2018,114.402016,119.197144,113.966095,1,,,,,1,,,,
01-02-2018,116.063957,118.270813,110.996384,1,,,,,1,,,,
02-02-2018,116.063957,116.063957,106.310226,1,,,,,1,,,,
05-02-2018,100.861214,109.525146,100.098358,1,,,,,0,,,,
06-02-2018,100.806725,107.99942,99.553452,1,,,,,0,,,,
07-02-2018,108.735039,110.478722,106.310226,1,,,,,0,,,,
08-02-2018,108.026665,112.33139,107.291054,1,,,,,0,,,,
09-02-2018,108.980247,115.437325,107.69973,1,,,,,0,,,,
12-02-2018,115.083138,119.496841,115.083138,1,,,,,1,,,,
14-02-2018,119.060921,121.785423,118.107338,1,,,,,1,,,,
15-02-2018,120.477661,121.322258,114.78344,1,,,,,2,,,,
16-02-2018,117.589684,119.033676,111.595772,1,,,,,1,,,,
19-02-2018,111.70475,113.039757,109.252693,1,,,,,1,,,,
20-02-2018,110.070045,110.914642,106.255737,1,,,,,1,,,,
21-02-2018,108.598816,109.252693,106.419212,1,,,,,0,,,,
22-02-2018,106.800636,111.40506,105.60186,1,,,,,0,,,,
23-02-2018,111.432304,112.113426,109.7976,1,,,,,1,,,,
26-02-2018,111.70475,113.257721,110.887398,1,,,,,1,,,,
27-02-2018,112.249657,114.347519,109.634125,1,,,,,1,,,,
28-02-2018,111.677505,113.31221,110.342499,1,,,,,1,,,,
01-03-2018,110.914642,112.631081,107.99942,1,,,,,1,,,,
05-03-2018,108.435341,110.451477,107.209312,1,,,,,0,,,,
06-03-2018,110.342499,110.805664,98.136711,1,,,,,1,,,,
07-03-2018,99.662437,101.051933,92.197289,9,,,,,9,,,,
08-03-2018,94.812813,96.665482,87.184196,9,,,,,4,,,,
09-03-2018,92.061066,92.905663,84.268974,9,,,,,2,,,,
12-03-2018,86.3396,89.581764,81.735184,8,,,,,6,,,,
13-03-2018,88.301247,89.636253,85.549492,8,,,,,8,,,,
14-03-2018,85.440514,90.017685,85.304291,8,,,,,5,,,,
15-03-2018,89.091347,92.87841,88.927879,8,,,,,9,,,,
16-03-2018,91.270958,91.788612,86.721031,9,,,,,1,,,,
19-03-2018,87.184196,88.274002,84.268974,8,,,,,7,,,,
20-03-2018,86.612053,89.036858,86.257866,8,,,,,6,,,,
21-03-2018,88.137772,90.535339,87.810837,8,,,,,8,,,,
22-03-2018,88.491959,89.282066,86.394089,8,,,,,8,,,,
23-03-2018,84.459686,85.113571,81.02681,8,,,,,4,,,,
26-03-2018,83.097435,90.589828,82.14386,8,,,,,3,,,,
27-03-2018,90.399117,91.379936,86.421333,9,,,,,0,,,,
28-03-2018,86.584808,88.219505,84.296219,8,,,,,6,,,,
02-04-2018,85.712959,88.519203,82.389069,8,,,,,5,,,,
03-04-2018,86.230621,88.982368,85.304291,8,,,,,6,,,,
04-04-2018,88.519203,90.671562,80.154968,8,,,,,8,,,,
05-04-2018,85.335617,98.135963,81.004677,8,,,,,5,,,,
06-04-2018,95.120338,99.226715,94.767448,9,,,,,5,,,,
09-04-2018,96.371506,97.526421,93.452126,9,,,,,6,,,,
10-04-2018,95.280746,96.852722,94.125832,9,,,,,5,,,,
11-04-2018,94.99202,95.441154,91.495178,9,,,,,4,,,,
12-04-2018,92.778427,93.869179,86.394295,9,,,,,2,,,,
13-04-2018,90.083618,91.751831,88.287079,9,,,,,0,,,,
16-04-2018,88.992859,91.046043,87.902107,8,,,,,8,,,,
17-04-2018,90.757317,91.719749,88.415398,9,,,,,0,,,,
18-04-2018,90.46859,90.46859,87.067993,9,,,,,0,,,,
19-04-2018,86.939674,91.302696,86.618858,8,,,,,6,,,,
20-04-2018,90.46859,90.46859,87.260483,9,,,,,0,,,,
23-04-2018,89.185349,91.110207,88.287079,8,,,,,9,,,,
24-04-2018,90.179855,90.661072,87.805862,9,,,,,0,,,,
25-04-2018,88.543724,89.506157,87.677536,8,,,,,8,,,,
26-04-2018,88.543724,90.949806,87.260483,8,,,,,8,,,,
27-04-2018,90.436508,95.34491,89.987373,9,,,,,0,,,,
30-04-2018,91.334778,92.650101,88.928696,9,,,,,1,,,,
02-05-2018,90.051537,90.789398,79.689354,9,,,,,0,,,,
03-05-2018,83.410751,83.731567,79.111893,8,,,,,3,,,,
04-05-2018,81.293404,84.982727,80.619705,8,,,,,1,,,,
07-05-2018,81.550056,83.346596,80.106407,8,,,,,1,,,,
08-05-2018,82.287918,85.656425,80.715942,8,,,,,2,,,,
09-05-2018,83.667404,84.341103,82.159592,8,,,,,3,,,,
10-05-2018,83.346596,83.859894,80.651787,8,,,,,3,,,,
11-05-2018,81.838783,83.02578,79.176056,8,,,,,1,,,,
14-05-2018,82.031273,82.12751,78.021133,8,,,,,2,,,,
15-05-2018,79.561028,83.057861,77.828651,7,,,,,9,,,,
16-05-2018,78.919411,80.074326,77.411598,7,,,,,8,,,,
17-05-2018,79.817673,80.587624,78.14946,7,,,,,9,,,,
18-05-2018,79.432701,79.561028,75.422569,7,,,,,9,,,,
21-05-2018,76.352921,77.571999,74.428055,7,,,,,6,,,,
22-05-2018,76.930382,79.240219,75.871704,7,,,,,6,,,,
23-05-2018,78.277786,78.566513,74.941353,7,,,,,8,,,,
24-05-2018,75.711304,77.315353,74.203491,7,,,,,5,,,,
25-05-2018,76.385002,80.780106,75.743385,7,,,,,6,,,,
28-05-2018,79.496864,84.373184,79.496864,7,,,,,9,,,,
29-05-2018,82.12751,82.993698,78.759003,8,,,,,2,,,,
30-05-2018,78.341949,80.330971,77.956978,7,,,,,8,,,,
31-05-2018,79.561028,79.721436,77.154945,7,,,,,9,,,,
01-06-2018,77.636162,78.406113,74.139328,7,,,,,7,,,,
04-06-2018,76.962463,77.636162,72.92025,7,,,,,6,,,,
05-06-2018,74.428055,75.262169,72.535278,7,,,,,4,,,,
06-06-2018,74.107246,76.769974,73.433548,7,,,,,4,,,,
07-06-2018,75.871704,82.255836,75.871704,7,,,,,5,,,,
08-06-2018,80.042244,81.61422,78.630676,8,,,,,0,,,,
11-06-2018,81.935028,85.239372,81.42173,8,,,,,1,,,,
12-06-2018,81.678375,82.704971,80.940514,8,,,,,1,,,,
13-06-2018,82.480408,85.111053,82.32,8,,,,,2,,,,
14-06-2018,82.448326,86.522621,81.61422,8,,,,,2,,,,
15-06-2018,86.618858,88.030426,84.309029,8,,,,,6,,,,
18-06-2018,85.271454,87.260483,83.699486,8,,,,,5,,,,
19-06-2018,85.078972,86.971756,82.704971,8,,,,,5,,,,
20-06-2018,82.769135,84.918564,82.704971,8,,,,,2,,,,
21-06-2018,84.501511,85.143135,82.448326,8,,,,,4,,,,
22-06-2018,83.282433,84.052376,81.838783,8,,,,,3,,,,
25-06-2018,83.410751,84.116539,81.293404,8,,,,,3,,,,
26-06-2018,80.330971,84.052376,80.330971,8,,,,,0,,,,
27-06-2018,82.12751,82.12751,72.182381,8,,,,,2,,,,
28-06-2018,72.824005,74.203491,69.744225,7,,,,,2,,,,
29-06-2018,70.642494,73.27314,70.642494,7,,,,,0,,,,
02-07-2018,72.37487,72.984413,64.707497,7,,,,,2,,,,
03-07-2018,67.113579,69.263008,65.830338,6,,,,,7,,,,
04-07-2018,68.20433,69.776306,66.568199,6,,,,,8,,,,
05-07-2018,69.327171,69.327171,67.081497,6,,,,,9,,,,
06-07-2018,67.209824,72.310707,65.926575,6,,,,,7,,,,
09-07-2018,71.540764,72.72776,69.744225,7,,,,,1,,,,
10-07-2018,72.503197,74.011002,71.925735,7,,,,,2,,,,
11-07-2018,73.46563,80.52346,73.208977,7,,,,,3,,,,
12-07-2018,79.849754,81.165077,77.828651,7,,,,,9,,,,
13-07-2018,79.978081,84.822319,78.50235,7,,,,,9,,,,
16-07-2018,84.052376,86.522621,82.897461,8,,,,,4,,,,
17-07-2018,86.65094,90.853561,86.10556,8,,,,,6,,,,
18-07-2018,88.704132,92.393456,87.228401,8,,,,,8,,,,
19-07-2018,92.008476,98.937988,90.500671,9,,,,,2,,,,
20-07-2018,97.590584,105.675011,96.05069,9,,,,,7,,,,
23-07-2018,103.525581,110.615494,102.017769,1,,,,,0,,,,
24-07-2018,109.717224,120.624786,105.963737,1,,,,,0,,,,
25-07-2018,118.699921,131.724838,117.865814,1,,,,,1,,,,
26-07-2018,124.667,129.575394,121.298485,1,,,,,2,,,,
27-07-2018,127.073074,132.655182,122.228836,1,,,,,2,,,,
30-07-2018,126.527702,128.580887,123.41584,1,,,,,2,,,,
31-07-2018,124.12162,127.169319,122.581726,1,,,,,2,,,,
01-08-2018,125.757751,126.784348,122.966705,1,,,,,2,,,,
02-08-2018,123.832893,129.414993,119.020729,1,,,,,2,,,,
03-08-2018,124.795319,131.083206,124.47451,1,,,,,2,,,,
06-08-2018,128.324234,129.70372,125.886078,1,,,,,2,,,,
07-08-2018,126.399376,126.591866,119.758598,1,,,,,2,,,,
08-08-2018,116.807137,133.906342,114.850197,1,,,,,1,,,,
09-08-2018,130.890717,132.751419,127.169319,1,,,,,3,,,,
10-08-2018,128.09967,129.54332,125.821915,1,,,,,2,,,,
13-08-2018,125.757751,127.554291,123.672485,1,,,,,2,,,,
14-08-2018,124.923645,131.788986,124.8274,1,,,,,2,,,,
16-08-2018,127.361809,132.173965,127.361809,1,,,,,2,,,,
17-08-2018,129.607483,132.623108,128.773376,1,,,,,2,,,,
20-08-2018,130.345352,137.467346,129.70372,1,,,,,3,,,,
21-08-2018,137.306931,142.439911,136.055771,1,,,,,3,,,,
23-08-2018,137.627747,138.108963,130.95488,1,,,,,3,,,,
24-08-2018,134.740448,137.627747,133.040161,1,,,,,3,,,,
27-08-2018,134.932938,136.857803,133.008072,1,,,,,3,,,,
28-08-2018,136.44075,149.176926,134.387558,1,,,,,3,,,,
29-08-2018,148.663635,151.839661,141.092499,1,,,,,4,,,,
30-08-2018,142.760712,148.374908,141.028336,1,,,,,4,,,,
31-08-2018,144.364777,146.674606,142.664474,1,,,,,4,,,,
03-09-2018,145.006393,145.904663,130.986969,1,,,,,4,,,,
04-09-2018,135.382065,138.846832,129.607483,1,,,,,3,,,,
05-09-2018,133.585526,139.039307,132.045639,1,,,,,3,,,,
06-09-2018,150,170.649994,139.350006,1,,,,,5,,,,
07-09-2018,165.25,169.899994,155.699997,1,,,,,6,,,,
10-09-2018,158,158,149.649994,1,,,,,5,,,,
11-09-2018,151,153.699997,146.300003,1,,,,,5,,,,
12-09-2018,148.5,150.149994,142.75,1,,,,,4,,,,
14-09-2018,149.75,152.899994,148.25,1,,,,,4,,,,
17-09-2018,150.199997,155.649994,146.800003,1,,,,,5,,,,
18-09-2018,151.949997,154.850006,146.300003,1,,,,,5,,,,
19-09-2018,149.399994,150.699997,145.300003,1,,,,,4,,,,
21-09-2018,148,153.5,132.649994,1,,,,,4,,,,
24-09-2018,138.449997,139.75,131.149994,1,,,,,3,,,,
25-09-2018,133.5,142.399994,125.650002,1,,,,,3,,,,
26-09-2018,140.399994,142.5,133.699997,1,,,,,4,,,,
27-09-2018,136,143.050003,132.699997,1,,,,,3,,,,
28-09-2018,142.649994,143.399994,125.599998,1,,,,,4,,,,
01-10-2018,127,138.600006,121.550003,1,,,,,2,,,,
03-10-2018,137,141.5,130.050003,1,,,,,3,,,,
04-10-2018,129.399994,134.300003,127,1,,,,,2,,,,
05-10-2018,131.550003,135.75,128.25,1,,,,,3,,,,
08-10-2018,129,134.850006,121.349998,1,,,,,2,,,,
09-10-2018,136,137.699997,129.350006,1,,,,,3,,,,
10-10-2018,136.5,147.850006,135,1,,,,,3,,,,
11-10-2018,138,143.399994,135.149994,1,,,,,3,,,,
12-10-2018,140.100006,145.399994,140.100006,1,,,,,4,,,,
15-10-2018,147,153.75,143.800003,1,,,,,4,,,,
16-10-2018,152.350006,160,151.75,1,,,,,5,,,,
17-10-2018,160.100006,163.649994,154.25,1,,,,,6,,,,
19-10-2018,158.5,170.699997,158.5,1,,,,,5,,,,
22-10-2018,171.100006,176.699997,164.399994,1,,,,,7,,,,
23-10-2018,169,171.850006,166,1,,,,,6,,,,
24-10-2018,171,172.25,165.100006,1,,,,,7,,,,
25-10-2018,166.75,174.399994,161.5,1,,,,,6,,,,
26-10-2018,174,174.75,165.300003,1,,,,,7,,,,
29-10-2018,168.649994,172.600006,165.050003,1,,,,,6,,,,
30-10-2018,172.5,174,168.100006,1,,,,,7,,,,
31-10-2018,167,173.800003,164.699997,1,,,,,6,,,,
01-11-2018,171.050003,178.100006,168.850006,1,,,,,7,,,,
02-11-2018,176.600006,179.5,173.800003,1,,,,,7,,,,
05-11-2018,176.100006,176.75,155.800003,1,,,,,7,,,,
06-11-2018,168.25,169,162,1,,,,,6,,,,
07-11-2018,165,169,164.699997,1,,,,,6,,,,
09-11-2018,165.5,167.800003,163.949997,1,,,,,6,,,,
12-11-2018,166,167.899994,158.149994,1,,,,,6,,,,
13-11-2018,160.25,163,158.75,1,,,,,6,,,,
14-11-2018,163.300003,163.75,158.25,1,,,,,6,,,,
15-11-2018,161.75,166.25,160,1,,,,,6,,,,
16-11-2018,163,163.850006,157.5,1,,,,,6,,,,
19-11-2018,162.399994,164.399994,159.550003,1,,,,,6,,,,
20-11-2018,161.649994,163.649994,156.949997,1,,,,,6,,,,
21-11-2018,161.600006,162,158.5,1,,,,,6,,,,
22-11-2018,161.899994,161.949997,157.550003,1,,,,,6,,,,
26-11-2018,158.5,159.899994,155.649994,1,,,,,5,,,,
27-11-2018,157.350006,161,154.25,1,,,,,5,,,,
28-11-2018,159.149994,159.600006,156.300003,1,,,,,5,,,,
29-11-2018,159.350006,175.550003,158.699997,1,,,,,5,,,,
30-11-2018,168.5,174.800003,163.5,1,,,,,6,,,,
03-12-2018,166.050003,168.5,163.5,1,,,,,6,,,,
04-12-2018,165.949997,166.5,160,1,,,,,6,,,,
05-12-2018,161.050003,164.949997,155.75,1,,,,,6,,,,
06-12-2018,155.800003,156,149.75,1,,,,,5,,,,
07-12-2018,151.800003,154.350006,150,1,,,,,5,,,,
10-12-2018,146.850006,147,141,1,,,,,4,,,,
11-12-2018,139,155.850006,134.5,1,,,,,3,,,,
12-12-2018,152.800003,157,151.050003,1,,,,,5,,,,
13-12-2018,156,158.600006,154,1,,,,,5,,,,
14-12-2018,156,157.899994,154.100006,1,,,,,5,,,,
17-12-2018,157.100006,158.899994,156.350006,1,,,,,5,,,,
18-12-2018,157.699997,159.75,156.199997,1,,,,,5,,,,
19-12-2018,160,162.699997,158.5,1,,,,,6,,,,
20-12-2018,159.399994,162.5,158.399994,1,,,,,5,,,,
21-12-2018,159.800003,161.5,152,1,,,,,5,,,,
24-12-2018,159.399994,160.899994,156.5,1,,,,,5,,,,
26-12-2018,156.850006,164.100006,155.100006,1,,,,,5,,,,
27-12-2018,162.25,167.800003,159.850006,1,,,,,6,,,,
28-12-2018,161.949997,164.300003,159.800003,1,,,,,6,,,,
31-12-2018,162.850006,164.199997,160.199997,1,,,,,6,,,,
01-01-2019,160.899994,162.350006,155.449997,1,,,,,6,,,,
02-01-2019,157,157.850006,152.5,1,,,,,5,,,,
03-01-2019,154.899994,156.100006,150.300003,1,,,,,5,,,,
04-01-2019,152.100006,154,150,1,,,,,5,,,,
07-01-2019,152.899994,154.449997,150.25,1,,,,,5,,,,
08-01-2019,150.5,154.300003,149.649994,1,,,,,5,,,,
09-01-2019,153.600006,154.449997,147.600006,1,,,,,5,,,,
10-01-2019,151,151.800003,148.5,1,,,,,5,,,,
11-01-2019,151.100006,152.600006,149.100006,1,,,,,5,,,,
14-01-2019,151,151.149994,147,1,,,,,5,,,,
15-01-2019,148.5,149.949997,147.25,1,,,,,4,,,,
16-01-2019,148.199997,150.699997,148,1,,,,,4,,,,
17-01-2019,148.399994,151.25,146.350006,1,,,,,4,,,,
18-01-2019,149.699997,149.800003,144.550003,1,,,,,4,,,,
21-01-2019,146.5,148,144.25,1,,,,,4,,,,
22-01-2019,145.399994,146.649994,141.699997,1,,,,,4,,,,
23-01-2019,145.5,146.5,142.050003,1,,,,,4,,,,
24-01-2019,143,144.050003,141.100006,1,,,,,4,,,,
25-01-2019,142.850006,145.449997,136.149994,1,,,,,4,,,,
28-01-2019,138,141,118.949997,1,,,,,3,,,,
29-01-2019,136.449997,143.800003,133.600006,1,,,,,3,,,,
30-01-2019,140.899994,141.5,136.5,1,,,,,4,,,,
31-01-2019,139.5,141.75,135,1,,,,,3,,,,
01-02-2019,136.949997,144.800003,134.550003,1,,,,,3,,,,
04-02-2019,142.899994,142.899994,121.300003,1,,,,,4,,,,
05-02-2019,122,127.400002,119.599998,1,,,,,2,,,,
06-02-2019,123.849998,124.199997,114.800003,1,,,,,2,,,,
07-02-2019,122.199997,126.800003,119.050003,1,,,,,2,,,,
08-02-2019,123,125.449997,115.699997,1,,,,,2,,,,
11-02-2019,122.949997,123.25,115.800003,1,,,,,2,,,,
12-02-2019,117.199997,120,115.349998,1,,,,,1,,,,
14-02-2019,118.449997,119.5,116,1,,,,,1,,,,
15-02-2019,118.150002,121.150002,116.5,1,,,,,1,,,,
18-02-2019,118.300003,119.900002,116.099998,1,,,,,1,,,,
19-02-2019,118.400002,119.800003,116.800003,1,,,,,1,,,,
20-02-2019,117.949997,121.099998,116.199997,1,,,,,1,,,,
21-02-2019,119.800003,121,117.900002,1,,,,,1,,,,
22-02-2019,120.25,130.699997,119.800003,1,,,,,2,,,,
25-02-2019,125,133.899994,123,1,,,,,2,,,,
26-02-2019,130,134.300003,128,1,,,,,3,,,,
27-02-2019,133.800003,136.300003,129.550003,1,,,,,3,,,,
28-02-2019,133.5,134.199997,128,1,,,,,3,,,,
01-03-2019,130.350006,135.199997,128.850006,1,,,,,3,,,,
05-03-2019,132.5,143.699997,132,1,,,,,3,,,,
06-03-2019,142.75,143.75,138.199997,1,,,,,4,,,,
07-03-2019,139,140.949997,135.300003,1,,,,,3,,,,
08-03-2019,135.75,139.350006,135.399994,1,,,,,3,,,,
11-03-2019,137.850006,140.949997,137.600006,1,,,,,3,,,,
12-03-2019,140.5,150.75,140.050003,1,,,,,4,,,,
13-03-2019,148.399994,150.399994,145.399994,1,,,,,4,,,,
14-03-2019,147.399994,149.199997,143.600006,1,,,,,4,,,,
15-03-2019,145.800003,148.899994,140.25,1,,,,,4,,,,
18-03-2019,142.399994,145,140.350006,1,,,,,4,,,,
19-03-2019,144.449997,144.850006,140.5,1,,,,,4,,,,
20-03-2019,142,142.699997,138.050003,1,,,,,4,,,,
22-03-2019,140.699997,141.449997,137.050003,1,,,,,4,,,,
25-03-2019,137,137.600006,133.5,1,,,,,3,,,,
26-03-2019,134.899994,140,133.399994,1,,,,,3,,,,
27-03-2019,138.550003,140.949997,136.25,1,,,,,3,,,,
28-03-2019,138.449997,143.149994,136.300003,1,,,,,3,,,,
01-04-2019,147.449997,153.199997,145.100006,1,,,,,4,,,,
02-04-2019,151.699997,153.300003,148.350006,1,,,,,5,,,,
03-04-2019,150.300003,152.649994,146.600006,1,,,,,5,,,,
04-04-2019,147.949997,150.300003,145.449997,1,,,,,4,,,,
05-04-2019,148,149.199997,146.199997,1,,,,,4,,,,
08-04-2019,147.5,148.649994,141.100006,1,,,,,4,,,,
09-04-2019,142.300003,147,137.449997,1,,,,,4,,,,
10-04-2019,145.75,147.399994,142.050003,1,,,,,4,,,,
11-04-2019,142.75,143.149994,138.600006,1,,,,,4,,,,
12-04-2019,140.800003,144.449997,139.199997,1,,,,,4,,,,
15-04-2019,141,145.149994,140.550003,1,,,,,4,,,,
16-04-2019,142.199997,145.350006,142.199997,1,,,,,4,,,,
18-04-2019,143.100006,144.449997,137.649994,1,,,,,4,,,,
22-04-2019,138,138.649994,134.350006,1,,,,,3,,,,
23-04-2019,135.399994,136.300003,131.550003,1,,,,,3,,,,
24-04-2019,132.75,137.100006,132.100006,1,,,,,3,,,,
25-04-2019,135.100006,137,133.850006,1,,,,,3,,,,
26-04-2019,135,135.649994,130.25,1,,,,,3,,,,
